"";"Rb";"AV";"FV";"NN"
"Pitta gurneyi";0,0080294525163603;0,456474007803701;0,456428328427357;0
"Pitta baudii";0,00778405546762351;0,435284689782548;0,435241130822297;0
"Pitta sordida";0,00778405546762351;0,435284689782548;0,435241130822297;0
"Pitta maxima";0,00778405546762351;0,435284689782548;0,435241130822297;0
"Pitta superba";0,00778405546762351;0,435284689782548;0,435241130822297;0
"Pitta steerii";0,00778405546762351;0,435284689782548;0,435241130822297;0
"Pitta kochi";0,00778405546762351;0,435284689782548;0,435241130822297;0
"Pitta erythrogaster";0,00797372181390126;0,457513619196106;0,457467835785799;0
"Pitta dohertyi";0,00797372181390126;0,457513619196106;0,457467835785799;0
"Pitta arcuata";0,00778405546762351;0,435284689782548;0,435241130822297;0
"Pitta granatina";0,00778315862826219;0,440062584057767;0,440018546973403;0
"Pitta ussheri";0,00778315862826219;0,440062584057767;0,440018546973403;0
"Pitta venusta";0,00786833414706618;0,446309822618042;0,446265160372208;0
"Pitta angolensis";0,00778405546762351;0,435284689782548;0,435241130822297;0
"Pitta reichenowi";0,00778405546762351;0,435284689782548;0,435241130822297;0
"Pitta brachyura";0,00778405546762351;0,435284689782548;0,435241130822297;0
"Pitta nympha";0,00778405546762351;0,435284689782548;0,435241130822297;0
"Pitta moluccensis";0,00778405546762351;0,435284689782548;0,435241130822297;0
"Pitta megarhyncha";0,00778405546762351;0,435284689782548;0,435241130822297;0
"Pitta elegans";0,00778405546762351;0,435284689782548;0,435241130822297;0
"Pitta iris";0,0080294525163603;0,456474007803701;0,456428328427357;0
"Pitta versicolor";0,0080294525163603;0,456474007803701;0,456428328427357;0
"Pitta anerythra";0,00778405546762351;0,435284689782548;0,435241130822297;0
"Smithornis capensis";0,00778405546762351;0,435284689782548;0,435241130822297;0
"Smithornis sharpei";0,00778405546762351;0,435284689782548;0,435241130822297;0
"Smithornis rufolateralis";0,00778405546762351;0,435284689782548;0,435241130822297;0
"Pseudocalyptomena graueri";0,00998649980169585;0,651929481244268;0,651864242629113;0
"Corydon sumatranus";0,0080294525163603;0,456474007803701;0,456428328427357;0
